76	178
405	4
405	5
405	6
405	7
405	9
405	10
405	20
405	22
405	55
405	112
405	134
405	176
405	177
405	178
405	187
405	189
405	207
405	214
405	215
405	230
405	236
405	270
405	279
405	306
405	313
405	357
405	383
405	384
405	385
405	396
405	404
405	408
405	538
405	131
405	155
405	483
405	208
405	412
737	20
737	141
737	142
737	154
737	157
737	172
737	175
737	186
737	192
737	201
737	208
737	210
737	214
737	218
737	236
737	241
737	345
737	526
737	9
737	10
737	19
737	52
737	55
737	93
737	130
737	123
737	134
737	158
737	187
737	188
737	209
737	215
737	216
737	274
737	313
737	483
737	114
737	231
472	114
472	134
472	135
472	172
472	173
472	175
162	18
162	19
162	21
162	66
162	131
162	134
162	142
162	135
162	154
162	165
162	178
162	175
162	203
162	218
162	241
162	250
162	312
162	526
162	32
162	352
162	6
162	7
162	9
162	46
162	52
162	122
162	123
162	155
162	177
162	187
162	207
162	208
162	210
162	213
162	214
162	215
162	235
162	276
162	292
162	330
162	333
162	439
162	440
162	483
162	500
162	4
162	22
162	35
162	63
162	105
162	109
162	117
162	130
162	144
162	145
162	161
162	183
162	206
162	222
162	223
162	238
162	243
162	275
162	280
162	300
162	304
162	307
162	316
162	317
162	336
162	345
162	403
162	405
162	449
162	467
162	473
162	474
162	478
162	505
162	506
162	511
162	95
162	103
162	110
162	126
162	146
162	172
162	188
162	205
162	240
162	71
162	234
162	390
162	509
162	512
162	114
162	274
409	130
613	33
613	117
613	118
613	143
613	205
613	259
613	268
613	306
613	321
613	337
613	345
613	351
613	411
613	444
613	456
613	487
613	491
613	494
613	497
613	510
613	528
613	202
613	203
613	142
59	7
59	13
59	18
59	110
59	112
59	113
59	122
59	126
59	134
59	176
59	177
59	181
59	188
59	208
59	236
59	239
59	249
59	277
59	283
59	293
59	297
59	298
59	302
59	313
59	316
59	429
59	475
59	539
521	183
521	500
625	105
80	110
80	120
80	122
80	161
80	213
80	225
80	483
80	538
734	191
734	6
734	215
734	263
734	130
734	175
112	135
112	263
399	120
399	214
399	215
399	260
736	18
736	19
736	55
736	94
736	106
736	117
736	126
736	123
736	131
736	132
736	133
736	134
736	141
736	160
736	161
736	175
736	186
736	198
736	201
736	207
736	210
736	260
736	269
736	270
736	277
736	278
736	274
736	281
736	287
736	290
736	293
736	306
736	311
736	330
736	339
736	343
736	344
736	348
736	384
736	398
736	406
736	427
736	451
736	460
736	462
736	469
736	472
736	493
736	500
736	509
736	525
736	526
736	521
483	110
483	124
483	157
483	187
483	201
483	202
483	218
483	249
483	293
483	345
483	476
483	483
483	349
126	263
686	353
686	383
686	540
686	13
686	177
527	103
527	108
527	144
527	201
527	263
527	293
527	319
527	490
527	215
527	279
527	280
527	322
527	323
527	114
527	30
527	400
527	7
527	187
527	383
527	398
139	52
139	4
139	10
139	108
139	126
139	171
139	207
139	240
139	537
139	539
139	30
139	55
139	112
139	135
139	157
139	158
139	182
139	187
139	191
139	225
139	235
139	241
561	230
7	126
7	131
7	142
7	144
7	209
7	210
7	213
7	214
7	216
7	249
7	348
7	354
7	412
538	4
538	7
538	9
538	10
538	13
538	131
538	187
538	203
538	213
538	483
408	32
408	207
408	260
408	331
408	352
408	489
408	517
163	215
679	101
679	338
679	492
607	1
607	4
607	5
607	6
607	12
607	73
607	98
607	108
607	122
607	129
607	132
607	147
607	148
607	159
607	165
607	170
607	179
607	181
607	182
607	187
607	189
607	191
607	196
607	150
607	211
607	222
607	260
607	262
607	263
607	270
607	272
607	276
607	277
607	278
607	289
607	290
607	306
607	309
607	130
607	214
607	95
607	267
771	204
771	274
771	214
187	130
187	187
618	110
618	135
618	172
615	32
615	207
615	260
615	352
615	489
615	517
701	123
701	157
701	164
701	188
701	215
701	226
701	274
701	322
701	446
701	517
701	538
580	273
241	4
241	177
241	178
241	5
241	156
242	135
263	260
792	20
792	95
792	116
792	115
792	124
792	130
792	131
792	154
792	155
792	187
792	202
792	207
792	208
792	213
792	250
792	312
792	483
792	540
792	216
792	303
792	100
537	55
537	225
537	540
537	235
537	285
537	120
537	214
537	215
537	260
413	115
413	187
425	35
425	93
425	110
425	175
425	191
425	215
425	225
425	227
425	236
425	237
425	240
425	249
425	260
425	287
425	291
425	309
425	333
425	338
425	368
425	405
425	479
425	111
425	117
425	158
425	187
425	472
425	478
813	300
341	278
341	395
700	74
700	199
700	203
700	235
700	403
700	420
700	421
700	475
700	157
801	187
801	202
801	203
751	293
429	25
429	101
429	155
429	218
429	475
605	111
605	279
605	318
605	383
605	32
605	207
605	260
605	352
605	489
605	517
525	112
525	141
525	232
525	428
525	458
525	483
127	52
127	140
127	187
127	241
422	188
422	345
422	526
351	4
351	18
351	33
351	55
351	58
351	95
351	101
351	109
351	130
351	134
351	142
351	144
351	158
351	165
351	177
351	183
351	201
351	150
351	222
351	237
351	240
351	270
351	277
351	300
351	302
351	303
351	304
351	306
351	314
351	319
351	338
351	353
351	412
351	421
351	439
351	450
351	451
351	475
351	491
351	496
351	508
351	510
351	514
351	537
351	540
351	274
351	290
